4830,ActorID,Name,Date of Birth,Birth City,Birth Country,Height (Inches),Biography,Gender,Ethnicity,NetWorth
6884,2054.0,Jeff Bennett,10/2/1962,Houston,USA,,"Jeff Bennett was born on October 2, 1962 in Houston, Texas, USA as Jeffrey Glenn Bennett. He is known for his work on Enchanted (2007), Johnny Bravo (1997) and The Penguins of Madagascar (2008). He has been married to Susan E. Welby since October 8, 1988. They have one child.",,,
6885,2055.0,Chiwetel Ejiofor,7/10/1977,Forest Gate,UK,61.0,"English actor, writer and director Chiwetel Ejiofor is renowned for his portrayal of Solomon Northup in 12 Years a Slave (2013), for which he received Academy Award and Golden Globe Award nominations, along with the BAFTA Award for Best Actor. He is also known for playing Okwe in Dirty Pretty Things (2002), the Operative in Serenity (2005), Lola ...",,,
6886,2056.0,Josh Brolin,2/12/1968,Santa Monica,USA,61.0,"Rugged features and a natural charm have worked for Josh Brolin, the son of actor James Brolin. He has played roles as a policeman, a hunter, and the President of the United States. Brolin was born February 12, 1968 in Santa Monica, California, to Jane Cameron (Agee), a Texas-born wildlife activist, and James Brolin. Josh was not interested at ...",Male,,
6887,2057.0,Lymari Nadal,2/11/1978,Ponce,Puerto Rico,68.0,"Lymari came to Los Angeles in 2001, and at 22 years old finished her Masters degree in Chemistry at the University of Puerto Rico, where she also took acting classes.  After graduating, she went on to work in theater in San Juan. Her first TV show, a sitcom based on her own experiences in grad school, was developed by ABC but was never screened, ...",,,
6888,2058.0,Roger Guenveur Smith,7/27/1955,Berkeley,USA,74.0,"Roger Guenveur Smith is an internationally acclaimed actor, writer, and director who has created a prolific body of work on stage and screen. He adapted his Obie Award-winning solo performance of A Huey P. Newton Story into a Peabody Award-winning telefilm, directed by his longtime colleague Spike Lee, with whom he continues to collaborate in a ...",,,
6889,2059.0,RZA,7/5/1969,Brownsville,USA,74.0,"RZA was born on July 5, 1969 in Brownsville, Brooklyn, New York City, New York, USA as Robert Fitzgerald Diggs. He has been married to Talani Rabb since August 29, 2009. He was previously married to Eboni Mills.",,,
6890,2060.0,Timothy Olyphant,5/20/1968,Honolulu,USA,72.0,"From Timothy Olyphant's first screen appearances, such as his two-minute bit in The First Wives Club (1996), to ""Nicko"", whose presence at times dwarfed the island in A Perfect Getaway (2009), he has been a force to be reckoned with. Born in Hawaii, Timothy David Olyphant was raised in Modesto, California. He is the son of Katherine Lyon (Gideon) ...",Male,,
6891,2061.0,Cliff Curtis,7/27/1968,Rotorua,New Zealand,72.0,"Cliff Curtis was born in Rotorua, New Zealand, on July 27, 1968. He is of New Zealand Maori descent (with Ngati Hauiti and Te Arawa tribal affiliations). He enrolled at the New Zealand Drama School, and then the Teatro Dmitri Scoula in Switzerland. After returning to New Zealand from Europe, he was cast in The Piano (1993). Subsequent roles in New ...",,,
6892,2062.0,Jonathan Sadowski,11/23/1979,Chicago,USA,73.0,"Jonathan Sadowski was born on November 23, 1979 in Chicago, Illinois, USA. He is an actor and producer, known for Friday the 13th (2009), Chernobyl Diaries (2012) and Live Free or Die Hard (2007).",,,
6893,2063.0,Andrew Friedman,,,,68.0,"Andrew Friedman is an actor and writer, known for It's Always Sunny in Philadelphia (2005), GLOW (2017) and Live Free or Die Hard (2007). He has been married to Cara DiPaolo since 2003.",,,
6894,2064.0,Kevin Smith,8/2/1970,Red Bank,USA,68.0,"Kevin Patrick Smith was born in Red Bank but grew up in Highlands, New Jersey, the son of Grace (Schultz) and Donald E. Smith, a postal worker. He is very proud of his native state; this fact can be seen in all of his movies. Kevin is of mostly German, with some Irish and English, ancestry. His first movie, Clerks (1994), was filmed in the ...",Male,,
6895,2065.0,Yorgo Constantine,,,,,"Yorgo Constantine is known for his work on Fast Five (2011), Live Free or Die Hard (2007) and Stand Up Guys (2012).",,,
6896,2066.0,Andre Braugher,7/1/1962,Chicago,USA,72.0,"Andre Braugher was born on July 1, 1962 in Chicago, Illinois, USA as Andre Keith Braugher. He is an actor and producer, known for Homicide: Life on the Street (1993), Frequency (2000) and The Mist (2007). He has been married to Ami Brabson since December 28, 1991. They have three children.",,,
6897,2067.0,Doug Jones,5/24/1960,Indianapolis,USA,75.0,"The youngest of four brothers, Doug Jones was born on May 24, 1960 in Indianapolis, Indiana, and grew up in the city's Northeastside. After attending Bishop Chatard High School, he headed off to Ball State University, where he graduated in 1982 with a Bachelor's degree in Telecommunications, with a minor in Theatre. He learned mime at school, ...",,,
6898,2068.0,Ty Burrell,8/22/1967,Grants Pass,USA,72.0,"Tyler Gerald Burrell was born on August 22, 1967 in Grants Pass, Oregon, where his family owned a business. He is the son of Sheri Rose (Hauck), a teacher, and Gary Gerald Burrell, a family therapist, and is primarily of English and German ancestry. He earned a BA from Southern Oregon University and attended The University of Oregon while working ...",,,
6899,2069.0,Hiroyuki Sanada,10/12/1960,Tokyo,Japan,66.0,"Hiroyuki Sanada was born on the 12th of October, 1960 in Tokyo. He made his film debut when he was 5 in Game of Chance (1965) (Shin'ichi Chiba played the lead role.) Sanada's father died when he was 11. Sanada joined Japan Action Club, organized and run by Sonny Chiba, when he was 12. Sanada first became famous as an action star for his role in ...",,,
6900,2070.0,Yvan Attal,1/4/1965,Tel Aviv,Israel,66.0,"Yvan Attal was born on January 4, 1965 in Tel Aviv, Israel. He is an actor and writer, known for Rush Hour 3 (2007), Munich (2005) and Le brio (2017).",,,
6901,2071.0,Yuki Kudo,1/17/1971,Hachioji,Japan,62.0,"Kudoh Yuki is an accomplished Japanese singer, former teen idol and actress whose resume includes more than half a dozen records, starring roles in Japanese, Japan-Iran and Japan-Canada films, stage and anime productions. She was only seventeen when she was working overseas, in the USA, filming a movie called Mystery Train, a film she has cited as...",,,
6902,2072.0,Noemie Lenoir,9/19/1979,Versailles,France,69.0,"No�mie Lenoir was born on September 19, 1979 in Versailles, Yvelines, France. She is an actress, known for Rush Hour 3 (2007), After the Sunset (2004) and The Transporter Refueled (2015).",,,
6903,2073.0,Jingchu Zhang,2/2/1980,Fujian,China,65.0,"Jingchu Zhang was born on February 2, 1980 in Fujian, China. She is an actress, known for Mission: Impossible - Rogue Nation (2015), Rush Hour 3 (2007) and Seven Swords (2005).",,,
6904,2074.0,Patton Oswalt,1/27/1969,Portsmouth,USA,63.0,"Patton Oswalt has been headlining at comedy clubs all over the United States since 1996, as well as appearing in his own standup specials on Comedy Central and HBO. He was chosen as Entertainment Weekly's ""It"" comedian in 2002. He is a regular on Late Night with Conan O'Brien (1993). His other television credits include appearances on Seinfeld (...",Male,,
6905,2075.0,Ian Holm,9/12/1931,Goodmayes,UK,65.0,"Sir Ian Holm is one of the world's greatest actors, a Laurence Olivier Award-winning, Tony Award-winning, BAFTA-winning and Academy Award-nominated British star of films and the stage. He was a member of the prestigious Royal Shakespeare Company and has played more than 100 roles in films and on television. He was born Ian Holm Cuthbert on ...",,,
6906,2076.0,Lou Romano,4/15/1972,,,61.0,"Lou Romano was born on April 15, 1972. He is known for his work on The Incredibles (2004), Ratatouille (2007) and Cars (2006).",,,
6907,2077.0,Peter Sohn,10/18/1977,New York,USA,,"Peter Sohn was born on October 18, 1977 in New York, New York, USA. He is known for his work on The Good Dinosaur (2015), Monsters University (2013) and Ratatouille (2007). He is married to Anna Chambers.",,,
6908,2078.0,Peter O'Toole,8/2/1932,Hunslet,England,74.0,"A leading man of prodigious talents, Peter O'Toole was raised in Leeds, Yorkshire, England, the son of Constance Jane Eliot (Ferguson), a Scottish nurse, and Patrick Joseph O'Toole, an Irish metal plater, football player and racecourse bookmaker. Upon leaving school, he decided to become a journalist, beginning as a newspaper copy boy. Although he...",,,
6909,2079.0,Janeane Garofalo,9/28/1964,Newton,USA,61.0,"Janeane, the petite woman with the acerbic wit, was born in Newton, New Jersey, in 1964, to Joan, a secretary, and Carmine Garofalo, an Exxon executive. She is of Italian and Irish descent. Janeane had many jobs before breaking into show biz. She worked as a bike messenger, a shoe salesperson, waitress and temp secretary. Watching David Letterman ...",,,
6910,2080.0,Shia LaBeouf,6/11/1986,Los Angeles,USA,69.0,"Shia Saide LaBeouf was born in Los Angeles, California, to Shayna (Saide) and Jeffrey Craig LaBeouf, and is an only child. His mother is from an Ashkenazi Jewish family, while his father has Cajun (French) ancestry. His parents are divorced. He started his career by doing stand-up comedy around places in his neighborhood, such as coffee clubs. One...",Male,,
6911,2081.0,Megan Fox,5/16/1986,Oak Ridge,USA,64.0,"Megan Denise Green (n�e Fox; born March 16, 1986) is an American actress and model. Megan was born in Oak Ridge, Tennessee to Gloria Darlene Cisson, a real estate manager and Franklin Thomas Fox, a parole officer; she was raised in Rockwood, Tennessee during her early childhood. She began her training in drama and dance at age 5 and, at age 10, ...",Female,,
6912,2082.0,Josh Duhamel,11/14/1972,Minot,USA,76.0,"Joshua David Duhamel was born in Minot, North Dakota. His mother, Bonny L., is a retired high school teacher, and the Executive Director of Minot's Downtown Business  Profession Association, and his father, Larry Duhamel, is an advertisement salesman. Josh has three younger sisters: Ashlee, McKenzee and Kassidy. His ancestry is German, and ...",Male,,
6913,2083.0,Rachael Taylor,7/11/1984,Launceston,Australia,67.0,"Rachael Taylor grew up in Tasmania, Australia, with her parents Nigel and Christine Taylor. She began modelling during her teens, working for the Skye-Jilly International agency. She competed for Miss Teen Tasmania, as well as the Miss Universe/Miss World state finals. She moved to Sydney to further her modeling career as well as to pursue acting....",,,
6914,2084.0,Jason Boyd,,UK,,,"Jason Boyd was born in the UK. He is an actor, known for Harry Potter and the Order of the Phoenix (2007) and Teachers (2001).",,,
6915,2085.0,Richard Macklin,,UK,,,"Richard Macklin was born in the UK. He is an actor, known for Harry Potter and the Order of the Phoenix (2007).",,,
6916,2086.0,Kathryn Hunter,4/9/1957,New York,USA,,"Kathryn Hunter was born on April 9, 1957 in New York, USA as Kathryn Hadjipateras. She is known for her work on Harry Potter and the Order of the Phoenix (2007), Rome (2005) and A Midsummer Night's Dream (2014).",,,
6917,2087.0,Miles Jupp,9/8/1979,London,UK,73.0,"Miles Jupp was born on September 8, 1979 in London, England. He is an actor and writer, known for Johnny English Reborn (2011), Sherlock Holmes (2009) and The Legend of Tarzan (2016). He is married to Rachel Jupp. They have five children.",,,
6918,2088.0,Jessica Hynes,10/30/1972,Lewisham,UK,66.0,"As both a writer and performer, Jessica Hynes has worked prolifically in television, film and theatre. Born in Lewisham, South London in 1972, she was brought up in Brighton, Sussex. At school, she would write bizarre sci-fi stories. At age 15, she joined the National Youth Theatre and left home at age 18. She then moved to London and took bit ...",,,
6919,2089.0,Alice Braga,4/15/1983,S�o Paulo,Brazil,64.0,"Alice Braga Moraes born April 15, 1983 is a Brazilian actress. She has appeared in several Brazilian films, most notably as Ang�lica in 2002's highly acclaimed City of God and as Karina in 2005's Lower City. She came to international prominence after appearing opposite Will Smith in I Am Legend (2007) and has since become a familiar face in ...",,,
6920,2090.0,Charlie Tahan,6/11/1998,Glen Rock,USA,61.0,"Charlie Tahan was born on June 11, 1998 in Glen Rock, New Jersey, USA as Charles Tahan. He is an actor, known for Ozark (2017), I Am Legend (2007) and Frankenweenie (2012).",,,
6921,2091.0,Salli Richardson-Whitfield,11/23/1967,Chicago,USA,64.0,"Classy, graceful,  intelligent, Salli Elise Richardson was born November 23, 1967, in Chicago, Illinois. Salli's acting career was first nurtured in the theater and, ever since, she has been on a non-stop journey to success. Her first feature performance was in 1991 as ""Denise"" in Up Against the Wall (1991). However, her breakthrough role was in ...",,,
6922,2092.0,Willow Smith,10/31/2000,Los Angeles,USA,67.0,"Willow Smith was born on October 31, 2000 in Los Angeles, California, USA as Willow Camille Reign Smith. She is an actress, known for I Am Legend (2007), Madagascar: Escape 2 Africa (2008) and Kit Kittredge: An American Girl (2008).",Female,,
